name,country_code,subdivision,unlocode,location,asciiname,coordinates,latitude,longitude,timezone,modification date
Annandale,US,VA,USAJA,AJA,Annandale,3849N 07711W,38.8304,-77.1964,America/New_York,2011-05-14
Anoka,US,MN,USANK,ANK,Anoka,,45.1977,-93.3872,America/Chicago,2017-05-23
Ansonia,US,CT,USAQZ,AQZ,Ansonia,4121N 07305W,41.3462,-73.0790,America/New_York,2017-05-23
Antakya,TR,31,TRAKA,AKA,Antakya,3611N 03610E,36.2066,36.1572,Europe/Istanbul,2019-03-26
Antelope,US,CA,USQTP,QTP,Antelope,3842N 12119W,38.7082,-121.3299,America/Los_Angeles,2011-05-14
Anthem,US,AZ,USAJH,AJH,Anthem,,33.8673,-112.1468,America/Phoenix,2011-05-14
Antioch,US,CA,USANZ,ANZ,Antioch,,38.0049,-121.8058,America/Los_Angeles,2017-03-09
Apache Junction,US,AZ,USAPJ,APJ,Apache Junction,,33.4151,-111.5496,America/Phoenix,2017-03-09
Apex,US,NC,USAPX,APX,Apex,,35.7326,-78.8503,America/New_York,2017-05-23
Apopka,US,FL,USAOP,AOP,Apopka,,28.6762,-81.5119,America/New_York,2017-03-09
Apple Valley,US,MN,USYAW,YAW,Apple Valley,4444N 09313W,44.7319,-93.2177,America/Chicago,2017-05-23
Arbutus,US,MD,USJBM,JBM,Arbutus,3915N 07642W,39.2546,-76.7000,America/New_York,2011-05-14
Arcadia,US,CA,USJAR,JAR,Arcadia,,34.1397,-118.0353,America/Los_Angeles,2017-03-09
Arlington,US,MA,USZAT,ZAT,Arlington,4225N 07109W,42.4154,-71.1564,America/New_York,2017-05-23
Arlington,US,TX,USARJ,ARJ,Arlington,,32.7357,-97.1081,America/Chicago,2019-09-05
Arlington,US,VA,USARP,ARP,Arlington,,38.8810,-77.1043,America/New_York,2015-01-15
Arlington,US,WA,USAZZ,AZZ,Arlington,,48.1987,-122.1251,America/Los_Angeles,2017-03-09
Arnold,US,MD,USAZR,AZR,Arnold,3902N 07630W,39.0321,-76.5027,America/New_York,2011-05-14
Arnold,US,MO,USAXF,AXF,Arnold,,38.4328,-90.3776,America/Chicago,2017-05-23
Arroyo Grande,US,CA,USAG2,AG2,Arroyo Grande,3507N 12035W,35.1186,-120.5907,America/Los_Angeles,2017-03-09
Artesia,US,CA,USATM,ATM,Artesia,,33.8659,-118.0831,America/Los_Angeles,2017-03-09
Artvin,TR,08,TRAVN,AVN,Artvin,,41.1816,41.8217,Europe/Istanbul,2014-06-27
Arvada,US,CO,USAVA,AVA,Arvada,3948N 10505W,39.8028,-105.0875,America/Denver,2017-03-09
Arvin,US,CA,USAXI,AXI,Arvin,,35.2091,-118.8284,America/Los_Angeles,2017-03-09
Ashburn,US,VA,USQAS,QAS,Ashburn,3903N 07729W,39.0437,-77.4875,America/New_York,2015-03-17
Asheboro,US,NC,USASR,ASR,Asheboro,,35.7079,-79.8136,America/New_York,2017-05-23
Ashland,US,CA,US3AL,3AL,Ashland,3741N 12206W,37.6947,-122.1138,America/Los_Angeles,2011-05-14
Ashland,US,KY,USANL,ANL,Ashland,3827N 08238W,38.4784,-82.6379,America/New_York,2017-03-09
Ashland,US,MA,USASD,ASD,Ashland,,42.2612,-71.4634,America/New_York,2017-05-23
Ashland,US,OH,USASK,ASK,Ashland,,40.8687,-82.3182,America/New_York,2017-05-23
Ashwaubenon,US,WI,USAWB,AWB,Ashwaubenon,4428N 08805W,44.4822,-88.0701,America/Chicago,2017-05-23
Atascadero,US,CA,USAFC,AFC,Atascadero,3529N 12040W,35.4894,-120.6707,America/Los_Angeles,2017-03-09
Atascocita,US,TX,USAT9,AT9,Atascocita,2959N 09510W,29.9988,-95.1766,America/Chicago,2011-05-14
Athens,US,AL,USATA,ATA,Athens,,34.8024,-86.9722,America/Chicago,2017-04-01
Attleboro,US,MA,USAOM,AOM,Attleboro,,41.9445,-71.2856,America/New_York,2017-05-23
Atwater,US,CA,USATZ,ATZ,Atwater,3720N 12036W,37.3477,-120.6091,America/Los_Angeles,2017-03-09
Auburn,US,MA,USABU,ABU,Auburn,,42.1945,-71.8356,America/New_York,2017-05-23
Auburn,US,ME,USAUE,AUE,Auburn,4406N 07014W,44.0979,-70.2312,America/New_York,2017-05-23
Auburn,US,NY,USAUB,AUB,Auburn,,42.9317,-76.5661,America/New_York,2017-05-23
Auburn,US,WA,USAUJ,AUJ,Auburn,,47.3073,-122.2284,America/Los_Angeles,2017-03-09
Auburn Hills,US,MI,USABH,ABH,Auburn Hills,4240N 08313W,42.6875,-83.2341,America/Detroit,2017-05-23
Auburndale,US,FL,USAUD,AUD,Auburndale,,28.0653,-81.7887,America/New_York,2017-03-09
Aurora,US,CO,USAUC,AUC,Aurora,,39.7294,-104.8319,America/Denver,2017-03-09
Aurora,US,OH,USAUF,AUF,Aurora,,41.3175,-81.3454,America/New_York,2017-05-23
Austintown,US,OH,USAUV,AUV,Austintown,,41.1017,-80.7645,America/New_York,2017-05-23
Avenel,US,NJ,USAVE,AVE,Avenel,,40.5804,-74.2852,America/New_York,2017-05-23
Aventura,US,FL,USAVU,AVU,Aventura,2557N 08008W,25.9565,-80.1392,America/New_York,2017-03-09
Avon,US,IN,USVAO,VAO,Avon,3946N 08624W,39.7628,-86.3997,America/Indiana/Indianapolis,2017-05-23
Avon,US,OH,USAVQ,AVQ,Avon,,41.4517,-82.0354,America/New_York,2017-05-23
Avon Lake,US,OH,USAVK,AVK,Avon Lake,,41.5053,-82.0282,America/New_York,2017-05-23
Avondale,US,AZ,USAVG,AVG,Avondale,3326N 11221W,33.4356,-112.3496,America/Phoenix,2017-03-09
Azusa,US,CA,USAZU,AZU,Azusa,,34.1336,-117.9076,America/Los_Angeles,2017-03-09
Baar,CH,ZG,CHBAR,BAR,Baar,,47.1962,8.5295,Europe/Zurich,2019-09-11
Babaeski,TR,39,TRBAB,BAB,Babaeski,,41.4325,27.0931,Europe/Istanbul,2013-08-06
Baden,CH,AG,CHBAD,BAD,Baden,4728N 00818E,47.4733,8.3059,Europe/Zurich,2015-07-03
Bafra,TR,55,TRBAF,BAF,Bafra,,41.5678,35.9069,Europe/Istanbul,2012-01-18
Bahau,MY,05,MYBAH,BAH,Bahau,0490N 10225E,2.8079,102.4049,Asia/Kuala_Lumpur,2012-01-17
Bahçelievler,TR,34,TRBAH,BAH,Bahcelievler,3956N 03250E,41.0023,28.8598,Europe/Istanbul,2010-12-30
Bainbridge Island,US,WA,USBII,BII,Bainbridge Island,4737N 12230W,47.6262,-122.5212,America/Los_Angeles,2017-03-09
Balch Springs,US,TX,USBPN,BPN,Balch Springs,3243N 09637W,32.7287,-96.6228,America/Chicago,2017-03-09
Baldwin,US,NY,USBAD,BAD,Baldwin,,40.6565,-73.6093,America/New_York,2017-05-23
Baldwin Park,US,CA,USBWP,BWP,Baldwin Park,,34.0853,-117.9609,America/Los_Angeles,2017-03-09
Ballwin,US,MO,USBLL,BLL,Ballwin,,38.5951,-90.5462,America/Chicago,2017-05-23
Banaz,TR,64,TRBAN,BAN,Banaz,,38.7371,29.7519,Europe/Istanbul,2013-08-06
Barberton,US,OH,USBAT,BAT,Barberton,,41.0128,-81.6051,America/New_York,2017-05-23
Barnstable,US,MA,USBB6,BB6,Barnstable,4142N 07018W,41.7001,-70.2995,America/New_York,2017-05-23
Barrington,US,RI,USBRZ,BRZ,Barrington,,41.7407,-71.3087,America/New_York,2017-10-28
Barstow,US,CA,USBZW,BZW,Barstow,,34.8986,-117.0228,America/Los_Angeles,2017-03-09
Bartlett,US,IL,USBIJ,BIJ,Bartlett,4200N 08811W,41.9950,-88.1856,America/Chicago,2017-05-23
Bartlett,US,TN,USBBP,BBP,Bartlett,3512N 08953W,35.2045,-89.8740,America/Chicago,2017-03-09
Basking Ridge,US,NJ,USBSK,BSK,Basking Ridge,,40.7062,-74.5493,America/New_York,2020-08-28
Batavia,US,IL,USBTA,BTA,Batavia,4151N 08818W,41.8500,-88.3126,America/Chicago,2017-05-23
Batavia,US,NY,USBIA,BIA,Batavia,,42.9981,-78.1875,America/New_York,2017-05-23
Battle Ground,US,WA,USBRU,BRU,Battle Ground,,45.7809,-122.5334,America/Los_Angeles,2017-03-09
Bay City,US,MI,USBCY,BCY,Bay City,4335N 08352W,43.5945,-83.8889,America/Detroit,2017-05-23
Bay Point,US,CA,USZA3,ZA3,Bay Point,3801N 12157W,38.0291,-121.9616,America/Los_Angeles,2014-02-11
Bay Shore,US,NY,USBSH,BSH,Bay Shore,,40.7251,-73.2454,America/New_York,2017-05-23
Bay Village,US,OH,USB8V,B8V,Bay Village,4129N 08155W,41.4848,-81.9221,America/New_York,2017-05-23
Bayonet Point,US,FL,USYBP,YBP,Bayonet Point,2820N 08241W,28.3267,-82.6834,America/New_York,2011-05-14
Bayonne,US,NJ,USBAY,BAY,Bayonne,,40.6687,-74.1143,America/New_York,2017-05-23
Bayside,US,NY,USB3Y,B3Y,Bayside,4046N 07346W,40.7684,-73.7771,America/New_York,2017-04-16
Bayville,US,NJ,USBQX,BQX,Bayville,3953N 07410W,39.9093,-74.1549,America/New_York,2017-12-13
Bear,US,DE,USAGC,AGC,Bear,3938N 07540W,39.6293,-75.6583,America/New_York,2011-05-14
Beaumont,US,CA,USBUO,BUO,Beaumont,3355N 11658W,33.9295,-116.9772,America/Los_Angeles,2017-03-09
Beaver Dam,US,WI,USBVA,BVA,Beaver Dam,4327N 08850W,43.4578,-88.8373,America/Chicago,2017-05-23
Beavercreek,US,OH,USVCR,VCR,Beavercreek,3944N 08403W,39.7092,-84.0633,America/New_York,2017-05-23
Beaverton,US,OR,USBVW,BVW,Beaverton,,45.4871,-122.8037,America/Los_Angeles,2017-03-09
Bedford,US,NH,USDFR,DFR,Bedford,4256N 07130W,42.9465,-71.5159,America/New_York,2017-05-23
Bedford,US,TX,USBOD,BOD,Bedford,,32.8440,-97.1431,America/Chicago,2017-03-09
Bedong,MY,02,MYBOG,BOG,Bedong,0543N 10031E,5.7274,100.5088,Asia/Kuala_Lumpur,2012-01-17
Bell,US,CA,USBQC,BQC,Bell,,33.9775,-118.1870,America/Los_Angeles,2017-03-09
Bell Gardens,US,CA,USBLG,BLG,Bell Gardens,,33.9653,-118.1515,America/Los_Angeles,2017-03-09
Bella Vista,US,AR,USEIS,EIS,Bella Vista,3628N 09416W,36.4807,-94.2713,America/Chicago,2017-05-23
Bellaire,US,TX,USBRE,BRE,Bellaire,,29.7058,-95.4588,America/Chicago,2017-03-09
Belle Glade,US,FL,USBCF,BCF,Belle Glade,,26.6845,-80.6676,America/New_York,2017-03-09
Belleville,US,NJ,USUBU,UBU,Belleville,,40.7937,-74.1501,America/New_York,2019-06-12
Bellevue,US,NE,USBEG,BEG,Bellevue,,41.1367,-95.8908,America/Chicago,2017-03-09
Bellevue,US,WA,USBVE,BVE,Bellevue,,47.6104,-122.2007,America/Los_Angeles,2017-03-09
Bellflower,US,CA,USBFX,BFX,Bellflower,,33.8817,-118.1170,America/Los_Angeles,2017-03-09
Bellinzona,CH,TI,CHBZA,BZA,Bellinzona,4611N 00901E,46.1928,9.0170,Europe/Zurich,2013-04-21
Bellmore,US,NY,USEZE,EZE,Bellmore,4040N 07332W,40.6687,-73.5271,America/New_York,2017-05-23
Bellwood,US,IL,USUFA,UFA,Bellwood,,41.8814,-87.8831,America/Chicago,2017-05-23
Belmont,US,CA,USBVT,BVT,Belmont,,37.5202,-122.2758,America/Los_Angeles,2017-03-09
Belmont,US,MA,USJGT,JGT,Belmont,4223N 07110W,42.3959,-71.1787,America/New_York,2017-05-23
Beloit,US,WI,USBOT,BOT,Beloit,4230N 08902W,42.5084,-89.0318,America/Chicago,2017-05-23
Belton,US,MO,USBZE,BZE,Belton,3849N 09432W,38.8120,-94.5319,America/Chicago,2017-05-23
Belton,US,TX,USXCZ,XCZ,Belton,,31.0560,-97.4644,America/Chicago,2017-03-09
Belvidere,US,IL,USBVJ,BVJ,Belvidere,,42.2639,-88.8443,America/Chicago,2017-05-23
Benbrook,US,TX,US8BE,8BE,Benbrook,3241N 09727W,32.6732,-97.4606,America/Chicago,2017-03-09
Bend,US,OR,USBZO,BZO,Bend,4403N 12118W,44.0582,-121.3153,America/Los_Angeles,2017-03-09
Benicia,US,CA,USBNC,BNC,Benicia,3803N 12209W,38.0494,-122.1586,America/Los_Angeles,2017-03-09
Bensalem,US,PA,USBNM,BNM,Bensalem,,40.1046,-74.9513,America/New_York,2020-08-28
Bensenville,US,IL,USBNV,BNV,Bensenville,,41.9550,-87.9401,America/Chicago,2017-05-23
Benton,US,AR,USBXN,BXN,Benton,,34.5645,-92.5868,America/Chicago,2017-05-23
Bentonville,US,AR,USBNT,BNT,Bentonville,,36.3728,-94.2088,America/Chicago,2019-07-11
Berea,US,OH,USEEA,EEA,Berea,4121N 08151W,41.3662,-81.8543,America/New_York,2017-05-23
Bergama,TR,35,TRBER,BER,Bergama,,39.1207,27.1805,Europe/Istanbul,2012-12-12
Bergenfield,US,NJ,USBRF,BRF,Bergenfield,,40.9276,-73.9974,America/New_York,2017-05-23
Berkley,US,MI,USBKL,BKL,Berkley,4230N 08310W,42.5031,-83.1835,America/Detroit,2017-05-23
Berwyn,US,IL,USBWY,BWY,Berwyn,,41.8506,-87.7937,America/Chicago,2017-05-23
Bessemer,US,AL,USBMV,BMV,Bessemer,3324N 08657W,33.4018,-86.9544,America/Chicago,2017-03-09
Bethany,US,OR,USBHH,BHH,Bethany,,45.5579,-122.8676,America/Los_Angeles,2011-05-14
Bethel Park,US,PA,USTKP,TKP,Bethel Park,4020N 08001W,40.3276,-80.0395,America/New_York,2017-03-09
Bethesda,US,MD,USBZH,BZH,Bethesda,,38.9807,-77.1003,America/New_York,2018-10-02
Bethlehem,US,PA,USBEX,BEX,Bethlehem,4037N 07522W,40.6259,-75.3705,America/New_York,2019-02-27
Bettendorf,US,IA,USBTD,BTD,Bettendorf,,41.5245,-90.5157,America/Chicago,2017-05-23
Beverly Hills,US,CA,USBVH,BVH,Beverly Hills,,34.0736,-118.4004,America/Los_Angeles,2019-09-11
Biddeford,US,ME,USBDJ,BDJ,Biddeford,,43.4926,-70.4534,America/New_York,2017-05-23
Biga,TR,17,TRBIG,BIG,Biga,,40.2281,27.2422,Europe/Istanbul,2020-01-31
Bigadiç,TR,10,TRBGD,BGD,Bigadic,3923N 02808E,39.3925,28.1311,Europe/Istanbul,2013-06-05
Bilecik,TR,11,TRBIL,BIL,Bilecik,,40.1419,29.9793,Europe/Istanbul,2012-01-16
Billerica,US,MA,USBMS,BMS,Billerica,,42.5584,-71.2690,America/New_York,2017-05-23
Bingöl,TR,12,TRBIN,BIN,Bingol,3853N 04029E,38.8847,40.4939,Europe/Istanbul,2020-06-10
Birkirkara,MT,04,MTBIR,BIR,Birkirkara,3554N 01428E,35.8972,14.4611,Europe/Malta,2012-07-04
Birmingham,US,MI,USBIZ,BIZ,Birmingham,,42.5467,-83.2113,America/Detroit,2017-05-23
Bitlis,TR,13,TRBIT,BIT,Bitlis,3824N 04206E,38.4012,42.1078,Europe/Istanbul,2020-07-26
Bixby,US,OK,USBXY,BXY,Bixby,3556N 09552W,35.9420,-95.8833,America/Chicago,2017-03-09
Blaine,US,MN,USBNE,BNE,Blaine,,45.1608,-93.2349,America/Chicago,2017-05-23
Bloomfield,US,NJ,USBMN,BMN,Bloomfield,,40.8068,-74.1854,America/New_York,2019-06-12
Bloomingdale,US,IL,USOMI,OMI,Bloomingdale,4157N 08804W,41.9575,-88.0809,America/Chicago,2017-05-23
Bloomington,US,CA,USBQT,BQT,Bloomington,3404N 11724W,34.0703,-117.3959,America/Los_Angeles,2011-05-14
Bloomington,US,MN,USBQI,BQI,Bloomington,,44.8408,-93.2983,America/Chicago,2017-05-23
Blue Island,US,IL,USBCU,BCU,Blue Island,,41.6573,-87.6800,America/Chicago,2017-05-23
Blue Springs,US,MO,USBZY,BZY,Blue Springs,,39.0170,-94.2816,America/Chicago,2017-05-23
Bluffton,US,SC,USBFQ,BFQ,Bluffton,,32.2371,-80.8604,America/New_York,2017-03-09
Boardman,US,OH,USBDM,BDM,Boardman,,41.0242,-80.6629,America/New_York,2017-05-23
Bolingbrook,US,IL,USBNK,BNK,Bolingbrook,4141N 08804W,41.6986,-88.0684,America/Chicago,2017-05-23
Bolu,TR,14,TRBOL,BOL,Bolu,,40.7358,31.6061,Europe/Istanbul,2019-09-05
Bolvadin,TR,03,TRBVN,BVN,Bolvadin,,38.7111,31.0486,Europe/Istanbul,2012-04-05
Bonita Springs,US,FL,USBOP,BOP,Bonita Springs,,26.3398,-81.7787,America/New_York,2017-03-09
Bonney Lake,US,WA,USGQZ,GQZ,Bonney Lake,4710N 12211W,47.1771,-122.1865,America/Los_Angeles,2017-03-09
Boone,US,NC,USXCP,XCP,Boone,,36.2168,-81.6745,America/New_York,2017-05-23
Bossier City,US,LA,USBSR,BSR,Bossier City,,32.5160,-93.7321,America/Chicago,2017-03-09
Bothell,US,WA,USYTH,YTH,Bothell,4745N 12212W,47.7623,-122.2054,America/Los_Angeles,2017-03-09
Boulder City,US,NV,USBLD,BLD,Boulder City,,35.9786,-114.8325,America/Los_Angeles,2017-03-09
Bowie,US,MD,USBQA,BQA,Bowie,3858N 07645W,38.9428,-76.7303,America/New_York,2017-03-09
Bowling Green,US,OH,USBWO,BWO,Bowling Green,,41.3748,-83.6513,America/New_York,2017-05-23
Boyle Heights,US,CA,USXDK,XDK,Boyle Heights,,34.0339,-118.2053,America/Los_Angeles,2018-04-18
Boynton Beach,US,FL,USBYB,BYB,Boynton Beach,,26.5253,-80.0664,America/New_York,2017-03-09
Bozüyük,TR,11,TRBZY,BZY,Bozuyuk,3954N 03003E,39.9078,30.0367,Europe/Istanbul,2012-05-06
Bradenton,US,FL,USBBI,BBI,Bradenton,2729N 08234W,27.4989,-82.5748,America/New_York,2017-03-09
Bradley,US,IL,USBYL,BYL,Bradley,,41.1420,-87.8611,America/Chicago,2017-05-23
Brandon,US,FL,USBXX,BXX,Brandon,,27.9378,-82.2859,America/New_York,2011-05-14
Brandon,US,MS,USBHF,BHF,Brandon,3216N 08959W,32.2732,-89.9859,America/Chicago,2017-03-09
Branford,US,CT,USBFC,BFC,Branford,,41.2795,-72.8151,America/New_York,2017-05-23
Brea,US,CA,USBQE,BQE,Brea,3355N 11753W,33.9167,-117.9001,America/Los_Angeles,2017-03-09
Brenham,US,TX,USXCO,XCO,Brenham,,30.1669,-96.3977,America/Chicago,2017-03-09
Brentwood,US,CA,USBXF,BXF,Brentwood,,37.9319,-121.6958,America/Los_Angeles,2017-03-09
Brentwood,US,NY,USBQB,BQB,Brentwood,,40.7812,-73.2462,America/New_York,2017-05-23
Brentwood,US,TN,USBWE,BWE,Brentwood,,36.0331,-86.7828,America/Chicago,2017-03-09
Bridgeport,US,IL,US4BP,4BP,Bridgeport,3842N 08745W,41.8381,-87.6512,America/Chicago,2017-12-14
Bridgeton,US,NJ,USBGY,BGY,Bridgeton,,39.4273,-75.2341,America/New_York,2017-05-23
Bridgeview,US,IL,USQVW,QVW,Bridgeview,,41.7500,-87.8042,America/Chicago,2017-05-23
Bridgewater,US,NJ,USBQF,BQF,Bridgewater,,40.6008,-74.6482,America/New_York,2017-05-23
Brighton,US,CO,USBGK,BGK,Brighton,,39.9853,-104.8205,America/Denver,2017-03-09
Bristol,US,CT,USBCO,BCO,Bristol,,41.6718,-72.9493,America/New_York,2017-05-23
Bristol,US,RI,USBSE,BSE,Bristol,,41.6771,-71.2662,America/New_York,2019-05-17
Bristol,US,TN,USBSO,BSO,Bristol,3635N 08211W,36.5951,-82.1887,America/New_York,2017-11-09
Bristol,US,VA,USBFS,BFS,Bristol,3636N 08211W,36.5965,-82.1885,America/New_York,2017-03-09
Broadview Heights,US,OH,USDVH,DVH,Broadview Heights,4118N 08141W,41.3139,-81.6851,America/New_York,2017-05-23
Brockton,US,MA,USBKS,BKS,Brockton,,42.0834,-71.0184,America/New_York,2017-05-23
Broken Arrow,US,OK,USBWQ,BWQ,Broken Arrow,,36.0526,-95.7908,America/Chicago,2017-03-09
Brook Park,US,OH,USBPO,BPO,Brook Park,4123N 08148W,41.3984,-81.8046,America/New_York,2017-05-23
Brookfield,US,IL,USIBF,IBF,Brookfield,4149N 08750W,41.8239,-87.8517,America/Chicago,2017-05-23
Brookfield,US,WI,USXCH,XCH,Brookfield,,43.0606,-88.1065,America/Chicago,2017-05-23
Brookhaven,US,GA,US9BH,9BH,Brookhaven,3351N 08420W,33.8584,-84.3402,America/New_York,2017-03-09
Brookline,US,MA,USBMA,BMA,Brookline,,42.3318,-71.1212,America/New_York,2017-05-23
Brooklyn Center,US,MN,USXCX,XCX,Brooklyn Center,,45.0761,-93.3327,America/Chicago,2017-05-23
Brooklyn Park,US,MN,USBQP,BQP,Brooklyn Park,,45.0941,-93.3563,America/Chicago,2017-05-23
Brownsburg,US,IN,USBWB,BWB,Brownsburg,3950N 08623W,39.8434,-86.3978,America/Indiana/Indianapolis,2017-05-23
Brownsville,US,FL,USQBR,QBR,Brownsville,3025N 08715W,25.8218,-80.2412,America/New_York,2011-05-14
Brunswick,US,OH,USBCK,BCK,Brunswick,,41.2381,-81.8418,America/New_York,2017-05-23
Bryant,US,AR,USYNT,YNT,Bryant,3435N 09230W,34.5959,-92.4891,America/Chicago,2017-05-23
Bucak,TR,15,TRBCK,BCK,Bucak,,37.4592,30.5950,Europe/Istanbul,2012-02-28
Budva,ME,05,MEBUD,BUD,Budva,4217N 01850E,42.2864,18.8400,Europe/Podgorica,2018-12-08
Buena Park,US,CA,USBUN,BUN,Buena Park,3352N 11759W,33.8675,-117.9981,America/Los_Angeles,2017-03-09
